What is the maximum number of people allowed to meet right now?,Covid_Event_Shutdowns
Why is the government shutting down my event?,Covid_Event_Shutdowns
Will I get a refund for a ticket I purchased?,Covid_Event_Shutdowns
events and large gatherings,Covid_Event_Shutdowns
Are events being shut down?,Covid_Event_Shutdowns
Are groups of people allowed to meet?,Covid_Event_Shutdowns
What sports are being cancelled?,Covid_Event_Shutdowns
what should i do to contain the spread of the virus,Covid_Protecting_Against_Infection
How to Prevent the Spread of the Virus,Covid_Protecting_Against_Infection
how do I ensure my family is safe?,Covid_Protecting_Against_Infection
How do I protect myself?,Covid_Protecting_Against_Infection
How often should I wash my hands?,Covid_Protecting_Against_Infection
How do I prevent myself from getting sick?,Covid_Protecting_Against_Infection
Is it even possible to avoid the virus?,Covid_Protecting_Against_Infection
What is the risk of my child becoming sick with COVID-19?,Covid_Protecting_Against_Infection
How can I protect my family from the spread of coronavirus?,Covid_Protecting_Against_Infection
What’s the best way to prevent coronavirus?,Covid_Protecting_Against_Infection
How do I avoid covid-19?,Covid_Protecting_Against_Infection
prevent the spread of the virus,Covid_Protecting_Against_Infection
Do I need to wear a face mask?,Covid_Protecting_Against_Infection
are schools open?,Covid_School_Shutdown
Should my child stay home from school?,Covid_School_Shutdown
What does the ordered school closure mean for report cards?,Covid_School_Shutdown
What happens after the ordered three-week closure period ends?,Covid_School_Shutdown
Will students still graduate this year?,Covid_School_Shutdown
Can my child go to school?,Covid_School_Shutdown
When will the schools open?,Covid_School_Shutdown
Are schools shut down?,Covid_School_Shutdown
How can I get the latest news on my school closure?,Covid_School_Shutdown
How will the shutdown impact my child's attendance records?,Covid_School_Shutdown
Do I need to get tested?,Covid_Symptoms
How do i know if I'm sick,Covid_Symptoms
What are symptoms?,Covid_Symptoms
am i sick,Covid_Symptoms
I think I might have the virus.,Covid_Symptoms
I have travled recently. What do I do?,Covid_Symptoms
should I get tested if I have a cough?,Covid_Symptoms
should i get tested,Covid_Symptoms
what are the symptoms,Covid_Symptoms
I traveled to Italy recently. What do I do?,Covid_Symptoms
I think I'm infected,Covid_Symptoms
Can I test myself at my house?,Covid_Testing_Locations
Can I get tested at Walgreens?,Covid_Testing_Locations
How do I get tested?,Covid_Testing_Locations
testing locations?,Covid_Testing_Locations
Where can I get tested?,Covid_Testing_Locations
Can I get tested at my doctors?,Covid_Testing_Locations
testing spots for coronavirus?,Covid_Testing_Locations
When can I get my results?,Covid_Testing_Results
test outcomes?,Covid_Testing_Results
My doctor hasn't given me my test results back yet.,Covid_Testing_Results
Who will give me my COVID test results?,Covid_Testing_Results
Do my test results come in the mail?,Covid_Testing_Results
How can I get my test results?,Covid_Testing_Results
Its been a week. Who can I call to get my test results?,Covid_Testing_Results
Do I need a doctor's note to travel?,Covid_Travel_Restrictions
Can I travel?,Covid_Travel_Restrictions
Are there any travel restrictions in place yet?,Covid_Travel_Restrictions
What if I urgently need to take a flight?,Covid_Travel_Restrictions
I just travelled. What do I do?,Covid_Travel_Restrictions
do i need to stay home,Covid_Travel_Restrictions
I am leaving,General_Ending
It was nice chatting with you,General_Ending
I'm leaving now,General_Ending
Im good thank you,General_Ending
Time to go,General_Ending
I am out of here,General_Ending
I d like to stop doing this,General_Ending
I have got to go,General_Ending
I want to quit,General_Ending
I'm done,General_Ending
Im done,General_Ending
Hey bot go away,General_Ending
Goodbye,General_Ending
Good. bye.,General_Ending
Going now,General_Ending
Go off,General_Ending
Go away,General_Ending
Get lost,General_Ending
"Finished now, good bye",General_Ending
Ending this session,General_Ending
End trial,General_Ending
Cya later,General_Ending
Catch you later,General_Ending
Bye now,General_Ending
Bye bye,General_Ending
Have a nice day?,General_Ending
That's everything,General_Ending
That is all,General_Ending
"Thanks very much, bye!",General_Ending
"Thanks, bye!",General_Ending
Thank you for your time,General_Ending
Stop talking to me,General_Ending
Stop doing this,General_Ending
Shut up,General_Ending
See you,General_Ending
See you later,General_Ending
Ok goodbye,General_Ending
How are things going?,General_Greetings
Who is this?,General_Greetings
What's up?,General_Greetings
What's new?,General_Greetings
Ok take me back,General_Greetings
Looking good eve,General_Greetings
How r u?,General_Greetings
How is it going?,General_Greetings
How have you been?,General_Greetings
How are you today?,General_Greetings
Hi there,General_Greetings
Hi advisor,General_Greetings
Hey you,General_Greetings
Hey twin,General_Greetings
Hey there,General_Greetings
Hey there all,General_Greetings
Hey how are you doing,General_Greetings
Hello,General_Greetings
Hello I am looking for some help here,General_Greetings
Hello Agent,General_Greetings
Have you been well?,General_Greetings
Greetings,General_Greetings
Good to see you,General_Greetings
Good morning,General_Greetings
Good evening,General_Greetings
Good day,General_Greetings
You there,General_Greetings
locations of bins in hyderabad,Locations
Locations of bins,Locations
places of bins,Locations
Locations,Locations
Areas of bins placed,Locations
feedback,Services
complaints,Services
Contact details,Services
Services available,Services
Can I get bread,supplies_needed
Can I get an box of cereal,supplies_needed
Can I get a gallon of milk,supplies_needed
Anyone have some canned fruits,supplies_needed
Anyone have extra gloves,supplies_needed
Does anyone have some canned vegetables,supplies_needed
Who has some cleaning supplies,supplies_needed
I need hand sanitizer,supplies_needed
I need some toilet paper,supplies_needed
I want some canned food,supplies_needed
I want vegetables,supplies_needed
What is the closest location that has apples or bananas,supplies_needed
What is the closest location that has fruits,supplies_needed
What is the closest location that has some water bottles,supplies_needed
What is the nearest location that has a gallon of milk,supplies_needed
What is the nearest location that has disinfectant wipes,supplies_needed
What is the nearest location that has some batteries,supplies_needed
Where can I get a bag of rice,supplies_needed
Where can I get milk and eggs,supplies_needed
Where can I get some clorox,supplies_needed
Anyone have a mask,supplies_needed
Does anyone have any paper towel,supplies_needed
Does anyone have a mask,supplies_needed
Can I get some gloves,supplies_needed
Who has a bottle of hand sanitizer,supplies_needed
Who has fruits,supplies_needed
I need a bag of ice,supplies_needed
